timesteps,ep_rew_mean,ep_len_mean
27028,1.0,14.9
27044,1.0,14.9
27059,1.0,15.0
27072,1.0,15.0
27085,1.0,14.9
27099,1.0,14.6
27113,1.0,14.6
27126,1.0,14.6
27140,1.0,14.8
27152,1.0,14.3
27166,1.0,13.8
27178,1.0,13.4
27194,1.0,13.5
27208,1.0,13.6
27222,1.0,13.7
27237,1.0,13.8
27254,1.0,14.1
27267,1.0,14.1
27280,1.0,14.0
27293,1.0,14.1
27306,1.0,14.0
27321,1.0,14.3
27338,1.0,14.4
27355,1.0,14.7
27370,1.0,14.8
27382,1.0,14.5
27394,1.0,14.0
27417,1.0,15.0
27430,1.0,15.0
27442,1.0,14.9
27457,1.0,15.1
27472,1.0,15.1
27486,1.0,14.8
27499,1.0,14.4
27517,1.0,14.7
27530,1.0,14.8
27542,1.0,14.8
27558,1.0,14.1
27576,1.0,14.6
27591,1.0,14.9
27610,1.0,15.3
27622,1.0,15.0
27636,1.0,15.0
27652,1.0,15.3
27666,1.0,14.9
27679,1.0,14.9
27692,1.0,15.0
27705,1.0,14.7
27717,1.0,14.1
27730,1.0,13.9
27742,1.0,13.2
27755,1.0,13.3
27769,1.0,13.3
27789,1.0,13.7
27808,1.0,14.2
27828,1.0,14.9
27841,1.0,14.9
27856,1.0,15.1
27868,1.0,15.1
27880,1.0,15.0
27892,1.0,15.0
27904,1.0,14.9
27920,1.0,15.1
27941,1.0,15.2
27955,1.0,14.7
27970,1.0,14.2
27985,1.0,14.4
27998,1.0,14.2
28013,1.0,14.5
28029,1.0,14.9
28042,1.0,15.0
28056,1.0,15.2
28068,1.0,14.8
28086,1.0,14.5
28100,1.0,14.5
28116,1.0,14.6
28132,1.0,14.7
28146,1.0,14.8
28160,1.0,14.7
28177,1.0,14.8
28189,1.0,14.7
28201,1.0,14.5
28217,1.0,14.9
28232,1.0,14.6
28248,1.0,14.8
28260,1.0,14.4
28274,1.0,14.2
28292,1.0,14.6
28305,1.0,14.5
28323,1.0,14.6
28335,1.0,14.6
28351,1.0,15.0
28364,1.0,14.7
28382,1.0,15.0
28398,1.0,15.0
28415,1.0,15.5
28428,1.0,15.4
28447,1.0,15.5
28463,1.0,15.8
28478,1.0,15.5
28494,1.0,15.9
28507,1.0,15.6
28525,1.0,16.1
28539,1.0,15.7
28555,1.0,15.7
28569,1.0,15.4
28581,1.0,15.3
28594,1.0,14.7
28607,1.0,14.4
28629,1.0,15.1
28646,1.0,15.2
28660,1.0,15.3
28674,1.0,14.9
28688,1.0,14.9
28701,1.0,14.6
28716,1.0,14.7
28729,1.0,14.8
28743,1.0,14.9
28756,1.0,14.9
28769,1.0,14.0
28781,1.0,13.5
28795,1.0,13.5
28807,1.0,13.3
28822,1.0,13.4
28834,1.0,13.3
28848,1.0,13.2
28862,1.0,13.3
28877,1.0,13.4
28890,1.0,13.4
28902,1.0,13.3
28915,1.0,13.4
28927,1.0,13.2
28941,1.0,13.4
28953,1.0,13.1
28966,1.0,13.2
28981,1.0,13.3
28993,1.0,13.1
29006,1.0,12.9
29018,1.0,12.8
29033,1.0,13.1
29047,1.0,13.2
29059,1.0,13.2
29072,1.0,13.1
29084,1.0,13.1
29098,1.0,13.2
29113,1.0,13.2
29128,1.0,13.5
29141,1.0,13.5
29154,1.0,13.6
29169,1.0,13.6
29184,1.0,13.7
29198,1.0,13.9
29213,1.0,14.1
29225,1.0,14.1
29240,1.0,14.2
29256,1.0,14.3
29269,1.0,14.1
29282,1.0,14.1
29295,1.0,14.1
29310,1.0,14.1
29323,1.0,13.9
29338,1.0,14.0
29351,1.0,13.8
29363,1.0,13.8
29375,1.0,13.5
29389,1.0,13.3
29405,1.0,13.6
29419,1.0,13.7
29434,1.0,13.9
29449,1.0,13.9
29464,1.0,14.1
29480,1.0,14.2
29493,1.0,14.2
29507,1.0,14.4
29519,1.0,14.4
29531,1.0,14.2
29543,1.0,13.8
29558,1.0,13.9
29573,1.0,13.9
29586,1.0,13.7
29600,1.0,13.6
29613,1.0,13.3
29626,1.0,13.3
29638,1.0,13.1
29650,1.0,13.1
29662,1.0,13.1
29674,1.0,13.1
29689,1.0,13.1
29703,1.0,13.0
29716,1.0,13.0
29728,1.0,12.8
29743,1.0,13.0
29756,1.0,13.0
29768,1.0,13.0
29783,1.0,13.3
29797,1.0,13.5
29811,1.0,13.7
29825,1.0,13.6
29839,1.0,13.6
29851,1.0,13.5
29865,1.0,13.7
29877,1.0,13.4
29889,1.0,13.3
29901,1.0,13.3
29917,1.0,13.4
29932,1.0,13.5
29945,1.0,13.4
29959,1.0,13.4
29974,1.0,13.5
29989,1.0,13.8
30004,1.0,13.9
30016,1.0,13.9
30028,1.0,13.9
30043,1.0,14.2
30055,1.0,13.8
30067,1.0,13.5
30081,1.0,13.6
30094,1.0,13.5
30114,1.0,14.0
30127,1.0,13.8
30140,1.0,13.6
30155,1.0,13.9
30167,1.0,13.9
30180,1.0,13.7
30195,1.0,14.0
30207,1.0,14.0
30219,1.0,13.8
30233,1.0,13.9
30249,1.0,13.5
30261,1.0,13.4
30278,1.0,13.8
30291,1.0,13.6
30304,1.0,13.7
30318,1.0,13.8
30332,1.0,13.7
30344,1.0,13.7
30357,1.0,13.8
30371,1.0,13.8
30385,1.0,13.6
30398,1.0,13.7
30412,1.0,13.4
30425,1.0,13.4
30466,1.0,16.2
30480,1.0,16.2
30494,1.0,16.2
30507,1.0,16.3
30523,1.0,16.6
30537,1.0,16.6
30552,1.0,16.7
30568,1.0,17.0
30581,1.0,16.9
30597,1.0,17.2
30611,1.0,14.5
30626,1.0,14.6
30639,1.0,14.5
30652,1.0,14.5
30666,1.0,14.3
30679,1.0,14.2
30695,1.0,14.3
30709,1.0,14.1
30722,1.0,14.1
30734,1.0,13.7
30747,1.0,13.6
30761,1.0,13.5
30775,1.0,13.6
30787,1.0,13.5
30799,1.0,13.3
30812,1.0,13.3
30824,1.0,12.9
30836,1.0,12.7
30848,1.0,12.6
30860,1.0,12.6
30873,1.0,12.6
30885,1.0,12.4
30897,1.0,12.2
30909,1.0,12.2
30921,1.0,12.2
30933,1.0,12.1
30947,1.0,12.3
30959,1.0,12.3
30971,1.0,12.3
30985,1.0,12.5
30998,1.0,12.5
31013,1.0,12.8
31026,1.0,12.9
31038,1.0,12.9
31050,1.0,12.9
31062,1.0,12.9
31074,1.0,12.7
31086,1.0,12.7
31099,1.0,12.8
31112,1.0,12.7
31126,1.0,12.8
31140,1.0,12.7
31152,1.0,12.6
31164,1.0,12.6
31176,1.0,12.6
31188,1.0,12.6
31201,1.0,12.7
31221,1.0,13.5
31236,1.0,13.7
31249,1.0,13.7
31264,1.0,13.8
31276,1.0,13.6
31289,1.0,13.7
31301,1.0,13.7
31313,1.0,13.7
31326,1.0,13.8
31339,1.0,13.8
31353,1.0,13.2
31365,1.0,12.9
31378,1.0,12.9
31390,1.0,12.6
31402,1.0,12.6
31415,1.0,12.6
31429,1.0,12.8
31441,1.0,12.8
31454,1.0,12.8
31467,1.0,12.8
31479,1.0,12.6
31492,1.0,12.7
31505,1.0,12.7
31518,1.0,12.8
31530,1.0,12.8
31542,1.0,12.7
31554,1.0,12.5
31567,1.0,12.6
31579,1.0,12.5
31592,1.0,12.5
31604,1.0,12.5
31616,1.0,12.4
31633,1.0,12.8
31645,1.0,12.7
31658,1.0,12.8
31674,1.0,13.2
31687,1.0,13.3
31701,1.0,13.4
31713,1.0,13.4
31725,1.0,13.3
31737,1.0,13.3
31749,1.0,13.3
31761,1.0,12.8
31776,1.0,13.1
31788,1.0,13.0
31800,1.0,12.6
31812,1.0,12.5
31824,1.0,12.3
31838,1.0,12.5
31852,1.0,12.7
31864,1.0,12.7
31876,1.0,12.7
31890,1.0,12.9
31902,1.0,12.6
31914,1.0,12.6
31926,1.0,12.6
31939,1.0,12.7
31953,1.0,12.9
31965,1.0,12.7
31978,1.0,12.6
31992,1.0,12.8
32005,1.0,12.9
32020,1.0,13.0
32032,1.0,13.0
32044,1.0,13.0
32058,1.0,13.2
32073,1.0,13.4
32085,1.0,13.2
32098,1.0,13.3
32111,1.0,13.3
32125,1.0,13.3
32138,1.0,13.3
32153,1.0,13.3
32166,1.0,13.4
32180,1.0,13.6
32192,1.0,13.4
32205,1.0,13.2
32221,1.0,13.6
32234,1.0,13.6
32246,1.0,13.5
32259,1.0,13.4
32273,1.0,13.5
32288,1.0,13.5
32301,1.0,13.5
32315,1.0,13.5
32328,1.0,13.6
32340,1.0,13.5
32352,1.0,13.1
32366,1.0,13.2
32378,1.0,13.2
32392,1.0,13.3
32405,1.0,13.2
32418,1.0,13.0
32431,1.0,13.0
32445,1.0,13.0
32457,1.0,12.9
32469,1.0,12.9
32481,1.0,12.9
32495,1.0,12.9
32507,1.0,12.9
32519,1.0,12.7
32534,1.0,12.9
32547,1.0,12.9
32561,1.0,13.0
32573,1.0,12.8
32587,1.0,13.0
32600,1.0,13.1
32612,1.0,13.1
32624,1.0,12.9
32636,1.0,12.9
32648,1.0,12.9
32660,1.0,12.6
32673,1.0,12.6
32685,1.0,12.4
32699,1.0,12.6
32712,1.0,12.5
32725,1.0,12.5
32738,1.0,12.6
32752,1.0,12.8
32764,1.0,12.8
32776,1.0,12.8
32790,1.0,13.0
32802,1.0,12.9
32815,1.0,13.0
32828,1.0,12.9
32840,1.0,12.8
32852,1.0,12.7
32864,1.0,12.6
32876,1.0,12.4
32889,1.0,12.5
32902,1.0,12.6
32914,1.0,12.4
32926,1.0,12.4
32938,1.0,12.3
32950,1.0,12.2
32962,1.0,12.2
32974,1.0,12.2
32986,1.0,12.2
32998,1.0,12.2
33012,1.0,12.3
33024,1.0,12.2
33036,1.0,12.2
33048,1.0,12.2
33060,1.0,12.2
33072,1.0,12.2
33084,1.0,12.2
33096,1.0,12.2
33108,1.0,12.2
33121,1.0,12.3
33133,1.0,12.1
33145,1.0,12.1
33157,1.0,12.1
33169,1.0,12.1
33181,1.0,12.1
33193,1.0,12.1
33206,1.0,12.2
33218,1.0,12.2
33232,1.0,12.4
33244,1.0,12.3
33257,1.0,12.4
33270,1.0,12.5
33282,1.0,12.5
33294,1.0,12.5
33306,1.0,12.5
33318,1.0,12.5
33330,1.0,12.4
33342,1.0,12.4
33354,1.0,12.2
33366,1.0,12.2
33380,1.0,12.3
33393,1.0,12.3
33405,1.0,12.3
33417,1.0,12.3
33429,1.0,12.3
33442,1.0,12.4
33454,1.0,12.4
33467,1.0,12.5
33479,1.0,12.5
33491,1.0,12.5
33503,1.0,12.3
33515,1.0,12.2
33527,1.0,12.2
33539,1.0,12.2
33551,1.0,12.2
33563,1.0,12.1
33576,1.0,12.2
33588,1.0,12.1
33600,1.0,12.1
33613,1.0,12.2
33626,1.0,12.3
33638,1.0,12.3
33650,1.0,12.3
33662,1.0,12.3
33674,1.0,12.3
33686,1.0,12.3
33698,1.0,12.2
33710,1.0,12.2
33722,1.0,12.2
33734,1.0,12.1
33746,1.0,12.0
33760,1.0,12.2
33772,1.0,12.2
33784,1.0,12.2
33796,1.0,12.2
33809,1.0,12.3
33821,1.0,12.3
33833,1.0,12.3
33845,1.0,12.3
33857,1.0,12.3
33869,1.0,12.3
33881,1.0,12.1
33893,1.0,12.1
33906,1.0,12.2
33920,1.0,12.4
33933,1.0,12.4
33945,1.0,12.4
33957,1.0,12.4
33969,1.0,12.4
33981,1.0,12.4
33993,1.0,12.4
34005,1.0,12.4
34018,1.0,12.5
34030,1.0,12.4
34042,1.0,12.2
34055,1.0,12.2
34067,1.0,12.2
34079,1.0,12.2
34092,1.0,12.3
34104,1.0,12.3
34116,1.0,12.3
34128,1.0,12.3
34141,1.0,12.3
34153,1.0,12.3
34166,1.0,12.4
34178,1.0,12.3
34190,1.0,12.3
34202,1.0,12.3
34214,1.0,12.2
34226,1.0,12.2
34238,1.0,12.2
34250,1.0,12.2
34262,1.0,12.1
34274,1.0,12.1
34286,1.0,12.0
34298,1.0,12.0
34310,1.0,12.0
34322,1.0,12.0
34334,1.0,12.0
34346,1.0,12.0
34358,1.0,12.0
34370,1.0,12.0
34383,1.0,12.1
34395,1.0,12.1
34407,1.0,12.1
34420,1.0,12.2
34432,1.0,12.2
34444,1.0,12.2
34456,1.0,12.2
34468,1.0,12.2
34480,1.0,12.2
34492,1.0,12.2
34504,1.0,12.1
34516,1.0,12.1
34529,1.0,12.2
34541,1.0,12.1
34554,1.0,12.2
34567,1.0,12.3
34579,1.0,12.3
34592,1.0,12.4
34604,1.0,12.4
34616,1.0,12.4
34628,1.0,12.4
34640,1.0,12.4
34652,1.0,12.3
34664,1.0,12.3
34676,1.0,12.2
34688,1.0,12.1
34700,1.0,12.1
34712,1.0,12.0
34724,1.0,12.0
34738,1.0,12.2
34750,1.0,12.2
34762,1.0,12.2
34774,1.0,12.2
34786,1.0,12.2
34800,1.0,12.4
34812,1.0,12.4
34824,1.0,12.4
34836,1.0,12.4
34848,1.0,12.4
34860,1.0,12.2
34872,1.0,12.2
34884,1.0,12.2
34896,1.0,12.2
