timesteps,ep_rew_mean,ep_len_mean
38831,1.0146,15.7
38839,1.0146,15.5
38860,1.022,16.9
38869,1.0293,16.4
38920,1.022,20.8
38931,1.022,20.7
38937,1.0366,20.5
38945,1.0366,20.6
38955,1.0366,17.0
38960,1.0293,13.6
38966,1.0146,13.5
38975,1.0,13.6
38976,0.7823,11.6
38983,0.7823,11.4
38990,0.7896,7.0
39001,0.7896,7.0
39008,0.7823,7.1
39023,0.775,7.8
39029,0.7677,7.4
39036,0.7677,7.6
39043,0.7677,7.7
39051,0.7677,7.6
39061,0.978,8.5
39068,0.9634,8.5
39075,0.9487,8.5
39083,0.9487,8.2
39092,0.9487,8.4
39101,0.9414,7.8
39107,0.9561,7.8
39113,0.9707,7.7
39120,0.9854,7.7
39146,0.9927,9.5
39156,0.9927,9.5
39162,0.9927,9.4
39171,0.9927,9.6
39196,0.9854,11.3
39207,0.9927,11.5
39217,1.0,11.6
39224,0.9854,11.7
39231,0.9707,11.8
39240,0.9707,12.0
39251,0.9707,10.5
39258,0.9854,10.2
39267,0.9854,10.5
39274,1.0,10.3
39280,1.0,8.4
39286,1.0,7.9
39293,1.0073,7.6
39310,1.022,8.6
39319,1.0293,8.8
39327,1.0146,8.7
39332,1.0073,8.1
39340,0.9927,8.2
39346,1.0073,7.9
39356,1.0,8.2
39364,1.0146,8.4
39373,1.0073,8.7
39381,1.0,8.8
39395,1.0,8.5
39401,1.0073,8.2
