timesteps,ep_rew_mean,ep_len_mean
28943,2.25,14.3
28960,2.25,14.6
28974,2.25,14.7
28986,2.25,14.7
29002,2.25,15.0
29020,2.25,14.4
29033,2.25,14.5
29048,2.25,14.4
29064,2.25,14.8
29081,2.25,15.3
29097,2.25,15.4
29110,2.25,15.0
29124,2.25,15.0
29136,2.25,15.0
29149,2.25,14.7
29166,2.25,14.6
29180,2.25,14.7
29212,2.25,16.4
29225,2.25,16.1
29241,2.25,16.0
29253,2.25,15.6
29267,2.25,15.7
29280,2.25,15.6
29298,2.25,16.2
29314,2.25,16.5
29328,2.25,16.2
29341,2.25,16.1
29356,2.25,14.4
29370,2.25,14.5
29386,2.25,14.5
29400,2.25,14.7
29416,2.25,14.9
29451,2.25,17.1
29467,2.25,16.9
29487,2.25,17.3
29517,2.25,18.9
29533,2.25,19.2
29547,2.25,19.1
29560,2.25,19.0
29577,2.25,19.1
29592,2.25,19.2
29607,2.25,19.1
29622,2.25,17.1
29658,2.25,19.1
29670,2.25,18.3
29688,2.25,17.1
29702,2.25,16.9
29715,2.25,16.8
29729,2.25,16.9
29749,2.25,17.2
29763,2.25,17.1
29775,2.25,16.8
29807,2.25,18.5
29819,2.25,16.1
29839,2.25,16.9
29852,2.25,16.4
29868,2.25,16.6
29892,2.25,17.7
29910,2.25,18.1
29927,2.25,17.8
29944,2.25,18.1
29962,2.25,18.7
29978,2.25,17.1
29992,2.25,17.3
30007,2.25,16.8
30019,2.25,16.7
30049,2.25,18.1
30064,2.25,17.2
30077,2.25,16.7
30089,2.25,16.2
30104,2.25,16.0
30118,2.25,15.6
30130,2.25,15.2
30161,2.25,16.9
30174,2.25,16.7
30189,2.25,17.0
30202,2.25,15.3
30217,2.25,15.3
30230,2.25,15.3
30242,2.25,15.3
30254,2.25,15.0
30270,2.25,15.2
30286,2.25,15.6
30301,2.25,14.0
30315,2.25,14.1
30329,2.25,14.0
30342,2.25,14.0
30361,2.25,14.4
30373,2.25,14.3
30389,2.25,14.7
30409,2.25,15.5
30422,2.25,15.2
30441,2.25,15.5
30455,2.25,15.4
30472,2.25,15.7
30498,2.25,16.9
30511,2.25,16.9
30527,2.25,16.6
30540,2.25,16.7
30554,2.25,16.5
30568,2.25,15.9
30582,2.25,16.0
30594,2.25,15.3
30608,2.25,15.3
30620,2.25,14.8
30635,2.25,13.7
30647,2.25,13.6
30666,2.25,13.9
30683,2.25,14.3
30699,2.25,14.5
30716,2.25,14.8
30741,2.25,15.9
30758,2.25,16.4
30771,2.25,16.3
30784,2.25,16.4
30796,2.25,16.1
30811,2.25,16.4
30832,2.25,16.6
30849,2.25,16.6
30862,2.25,16.3
30886,2.25,17.0
30900,2.25,15.9
30914,2.25,15.6
30928,2.25,15.7
30942,2.25,15.8
30957,2.25,16.1
30973,2.25,16.2
30986,2.25,15.4
31000,2.25,15.1
31014,2.25,15.2
31034,2.25,14.8
31052,2.25,15.2
31067,2.25,15.3
31083,2.25,15.5
31096,2.25,15.4
31110,2.25,15.3
31141,2.25,16.8
31155,2.25,16.9
31168,2.25,16.8
31182,2.25,16.8
31196,2.25,16.2
31209,2.25,15.7
31222,2.25,15.5
31237,2.25,15.4
31256,2.25,16.0
31269,2.25,15.9
31282,2.25,14.1
31295,2.25,14.0
31309,2.25,14.1
