timesteps,ep_rew_mean,ep_len_mean
71600,1.7716,27.1
71629,1.7784,28.6
71644,1.7784,27.8
71666,1.79,27.7
71714,1.8017,29.5
71745,1.7972,30.3
71761,1.802,28.7
71779,1.802,28.1
71803,1.8144,28.5
71818,1.8203,24.2
71835,1.8216,23.5
71907,1.8272,27.8
71927,1.8272,28.3
71952,1.8156,28.6
71983,1.8097,26.9
71996,1.82,25.1
72010,1.8128,24.9
72043,1.8128,26.4
72084,1.7946,28.1
72103,1.8004,28.5
72128,1.7956,29.3
72152,1.7891,24.5
72201,1.8008,27.4
72216,1.8134,26.4
72249,1.8075,26.6
72679,1.7972,68.3
72712,1.8212,70.2
72784,1.827,74.1
72816,1.8396,73.2
72857,1.8279,75.4
72871,1.8372,74.3
72885,1.8255,73.3
72916,1.8152,71.5
72945,1.8215,72.9
72962,1.8157,71.3
72988,1.8085,30.9
73002,1.7904,29.0
73036,1.8028,25.2
73057,1.7974,24.1
73081,1.81,22.4
73365,1.8223,49.4
73403,1.8295,51.8
73414,1.8223,49.8
73426,1.8033,48.1
73450,1.8236,48.8
73464,1.8294,47.6
73497,1.8236,49.5
73523,1.8229,48.7
73554,1.8346,49.7
73660,1.8278,57.9
73675,1.8097,31.0
73731,1.8083,32.8
73749,1.8083,33.5
73780,1.8258,35.4
73800,1.8114,35.0
73815,1.8056,35.1
73836,1.8056,33.9
73885,1.8114,36.2
73904,1.81,35.0
73933,1.8066,27.3
73947,1.808,27.2
73961,1.8021,23.0
73976,1.808,22.7
74002,1.7905,22.2
74024,1.808,22.4
74057,1.808,24.2
74100,1.8255,26.4
74258,1.8021,37.3
74272,1.7905,36.8
74311,1.7939,37.8
74330,1.7867,38.3
74345,1.7925,38.4
74369,1.7867,39.3
74384,1.7983,38.2
74400,1.7822,37.6
74428,1.788,37.1
74452,1.7822,35.2
74474,1.7894,21.6
74514,1.786,24.2
74539,1.7918,22.8
74561,1.7918,23.1
74587,1.8042,24.2
74612,1.8159,24.3
74632,1.8042,24.8
74650,1.797,25.0
74664,1.7912,23.6
74702,1.7819,25.0
74724,1.7873,25.0
74774,1.7921,26.0
75414,1.645,87.5
75444,1.645,88.3
75469,1.634,88.2
75534,1.635,92.2
75576,1.6502,94.4
75593,1.6502,94.3
75611,1.6502,94.7
75625,1.6536,92.3
75644,1.6482,92.0
75796,1.6585,102.2
75810,1.7939,39.6
75831,1.8056,38.7
75848,1.7984,37.9
75878,1.7916,34.4
75893,1.788,31.7
75914,1.7997,32.1
75934,1.8069,32.3
75959,1.8069,33.4
75972,1.8056,32.8
76054,1.7939,25.8
76077,1.8011,26.7
76094,1.7894,26.3
76130,1.7918,28.2
76148,1.7918,27.0
76171,1.7802,27.8
76188,1.7811,27.4
76206,1.7811,27.2
76227,1.7928,26.8
76485,1.787,51.3
76519,1.7918,46.5
76540,1.7962,46.3
76554,1.8021,46.0
76578,1.7997,44.8
76593,1.8045,44.5
76610,1.8162,43.9
76677,1.806,48.9
76705,1.8227,49.9
76730,1.8285,50.3
76747,1.8309,26.2
76782,1.8436,26.3
76798,1.8319,25.8
76828,1.8436,27.4
76851,1.8553,27.3
76870,1.8504,27.7
76901,1.8388,29.1
76915,1.8422,23.8
76939,1.8255,23.4
76977,1.8021,24.7
77010,1.8149,26.3
77026,1.7916,24.4
77044,1.7974,24.6
77063,1.7857,23.5
77098,1.7741,24.7
77129,1.7809,25.9
77162,1.7881,26.1
77185,1.7822,27.0
77203,1.7867,26.4
77221,1.7925,24.4
77243,1.7832,23.3
77262,1.789,23.6
77281,1.789,23.7
77305,1.789,24.2
77324,1.8065,22.6
77347,1.8114,21.8
77374,1.8275,21.2
77403,1.8508,21.8
77416,1.8416,21.3
77487,1.8474,26.6
77498,1.8416,25.5
77514,1.8416,25.2
77530,1.8416,24.9
77551,1.8474,24.6
77573,1.8299,24.9
77632,1.8276,28.5
77651,1.8115,27.7
77685,1.7988,28.2
77720,1.7964,30.4
77756,1.8103,26.9
77776,1.8278,27.8
77804,1.8292,29.0
77836,1.8292,30.6
77854,1.8175,30.3
77893,1.8365,32.0
77912,1.8285,28.0
77943,1.8237,29.2
77986,1.8256,30.1
78031,1.8382,31.1
78062,1.8243,30.6
78089,1.8185,31.3
78110,1.8185,30.6
78238,1.8253,40.2
78270,1.8428,41.6
78283,1.8239,39.0
78306,1.8225,39.4
78326,1.8317,38.3
78339,1.8191,35.3
78359,1.8065,32.8
78388,1.8182,32.6
78412,1.8172,32.3
78436,1.8226,32.6
78465,1.8216,22.7
78485,1.8223,21.5
78534,1.8282,25.1
78553,1.8282,24.7
78576,1.8223,25.0
78600,1.8295,26.1
78679,1.8529,32.0
78700,1.832,31.2
78711,1.8271,29.9
78729,1.8204,29.3
78756,1.8111,29.1
78786,1.7953,30.1
78804,1.7895,27.0
78845,1.8092,29.2
78881,1.8209,30.5
78894,1.8195,29.4
78911,1.7962,23.2
78936,1.801,23.6
78957,1.7975,24.6
79009,1.7917,28.0
79030,1.8019,27.4
79072,1.8019,28.6
79091,1.8019,28.7
79107,1.788,26.2
79144,1.7961,26.3
79213,1.8029,31.9
79240,1.8211,32.9
79257,1.8255,32.1
79272,1.8348,31.5
79366,1.8348,35.7
79387,1.8294,35.7
79408,1.8472,33.6
79887,1.8531,79.6
79904,1.854,79.7
79991,1.8356,84.7
80012,1.8405,79.9
80039,1.8247,79.9
80055,1.8257,79.8
80085,1.8315,81.3
80318,1.8373,95.2
80337,1.8476,95.0
80351,1.8274,94.3
80370,1.8274,48.3
80397,1.833,49.3
80414,1.8316,42.3
80439,1.8323,42.7
80454,1.8299,41.5
80470,1.8348,41.5
