timesteps,ep_rew_mean,ep_len_mean
30910,1.0,7.0
30923,1.0,7.8
30932,1.0,8.1
30942,1.0,8.4
30947,1.0,8.4
30953,1.0,8.2
30961,1.0,8.2
30969,1.0,8.3
30974,1.0,8.3
30982,1.0,8.3
30990,1.0,8.0
30999,1.0,7.6
31007,1.0,7.5
31017,1.0,7.5
31032,1.0,8.5
31044,1.0,9.1
31050,1.0,8.9
31058,1.0,8.9
31066,1.0,9.2
31076,1.0,9.4
31081,1.0,9.1
31095,1.0,9.6
31101,1.0,9.4
31108,1.0,9.1
31113,1.0,8.1
31122,1.0,7.8
31132,1.0,8.2
31139,1.0,8.1
31148,1.0,8.2
31155,1.0,7.9
31170,1.0,8.9
31179,1.0,8.4
31186,1.0,8.5
31195,1.0,8.7
31223,1.0,11.0
31246,1.0,12.4
31253,1.0,12.1
31265,1.0,12.6
31271,1.0,12.3
31277,1.0,12.2
31283,1.0,11.3
31289,1.0,11.0
31300,1.0,11.4
31306,1.0,11.1
31312,1.0,8.9
31319,1.0,7.3
31326,1.0,7.3
31335,1.0,7.0
31340,1.0,6.9
31346,1.0,6.9
31353,1.0,7.0
31361,1.0,7.2
31366,1.0,6.6
31374,1.0,6.8
31383,1.0,7.1
31390,1.0,7.1
31397,1.0,7.1
31406,1.0,7.1
31412,1.0,7.2
31420,1.0,7.4
31426,1.0,7.3
31433,1.0,7.2
31440,1.0,7.4
31448,1.0,7.4
31454,1.0,7.1
31460,1.0,7.0
31485,1.0,8.8
31490,1.0,8.4
31499,1.0,8.7
31504,1.0,8.4
31514,1.0,8.8
31520,1.0,8.7
31527,1.0,8.7
31533,1.0,8.5
31543,1.0,8.9
31551,1.0,9.1
31556,1.0,7.1
31579,1.0,8.9
31584,1.0,8.5
31592,1.0,8.8
31598,1.0,8.4
31603,1.0,8.3
31612,1.0,8.5
31622,1.0,8.9
31633,1.0,9.0
31638,1.0,8.7
31662,1.0,10.6
31673,1.0,9.4
31680,1.0,9.6
31689,1.0,9.7
31697,1.0,9.9
31704,1.0,10.1
31711,1.0,9.9
31717,1.0,9.5
31727,1.0,9.4
31738,1.0,10.0
31743,1.0,8.1
31754,1.0,8.1
31764,1.0,8.4
31774,1.0,8.5
31795,1.0,9.8
31805,1.0,10.1
31810,1.0,9.9
31817,1.0,10.0
31832,1.0,10.5
31843,1.0,10.5
31848,1.0,10.5
31853,1.0,9.9
31860,1.0,9.6
31865,1.0,9.1
31875,1.0,8.0
31903,1.0,9.8
31913,1.0,10.3
31921,1.0,10.4
31928,1.0,9.6
31937,1.0,9.4
31943,1.0,9.5
31951,1.0,9.8
31959,1.0,9.9
31964,1.0,9.9
31973,1.0,9.8
31979,1.0,7.6
31985,1.0,7.2
31992,1.0,7.1
31999,1.0,7.1
32005,1.0,6.8
32010,1.0,6.7
32016,1.0,6.5
32021,1.0,6.2
32028,1.0,6.4
32037,1.0,6.4
32046,1.0,6.7
32051,1.0,6.6
32060,1.0,6.8
32068,1.0,6.9
